sequence_index,timestamp,processId,threadId,parentProcessId,userId,mountNamespace,processName,hostName,eventId,eventName,stackAddresses,argsNum,returnValue,args,sus,evil,reconstruction_error,priority
7217,496.405681,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,572,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.881326911612144,CRITICAL
1383,461.093475,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,240,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.8802122831448,CRITICAL
7258,496.493798,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,42,connect,[],3,-115,"[{'name': 'sockfd', 'type': 'int', 'value': 797}, {'name': 'addr', 'type': 'struct sockaddr*', 'value': ""{'sin_port': '22','sin_addr': '192.168.29.141','sa_family': 'AF_INET'}""}, {'name': 'addrlen', 'type': 'int', 'value': 16}]",1,1,10.879128688672175,CRITICAL
1396,461.133099,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,565,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.87809479828291,CRITICAL
7268,496.517107,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,247,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.877178049298667,CRITICAL
4091,472.405954,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,253,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.874694807015516,CRITICAL
4103,472.424961,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,553,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.872901099568434,CRITICAL
7216,496.404973,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,547,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.870468682638895,CRITICAL
1384,461.09422,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,265,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.87005514053511,CRITICAL
4113,472.438267,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,803,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.868476623649888,CRITICAL
1395,461.132354,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,540,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.867769394323137,CRITICAL
7269,496.517961,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,272,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.867549268152542,CRITICAL
1373,461.076254,7555,7704,7548,1001,4026531840,thread-pool-148,ip-10-100-1-217,157,prctl,[],5,0,"[{'name': 'option', 'type': 'int', 'value': 'PR_SET_NAME'}, {'name': 'arg2', 'type': 'unsigned long', 'value': 139921202691664}, {'name': 'arg3', 'type': 'unsigned long', 'value': 139921202691679}, {'name': 'arg4', 'type': 'unsigned long', 'value': 139922445896794}, {'name': 'arg5', 'type': 'unsigned long', 'value': 0}]",1,1,10.86708541638177,CRITICAL
4092,472.408758,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,41,socket,[],3,278,"[{'name': 'domain', 'type': 'int', 'value': 'AF_INET'}, {'name': 'type', 'type': 'int', 'value': 'SOCK_STREAM'}, {'name': 'protocol', 'type': 'int', 'value': 0}]",1,1,10.865519573626537,CRITICAL
4083,472.39658,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 654}]",1,1,10.865445938314648,CRITICAL
4079,472.389929,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 554}]",1,1,10.865445938314648,CRITICAL
4084,472.39726,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 679}]",1,1,10.865445938314648,CRITICAL
4085,472.397888,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 704}]",1,1,10.865445938314648,CRITICAL
4082,472.393855,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 629}]",1,1,10.865445938314648,CRITICAL
4081,472.39323,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 604}]",1,1,10.865445938314648,CRITICAL
4080,472.392559,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 579}]",1,1,10.865445938314648,CRITICAL
4065,472.372857,7555,7555,7548,1001,4026531840,tsm,ip-10-100-1-217,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 204}]",1,1,10.865445938314648,CRITICAL
